"id","name","difficulty","elementType","workoutType","isDoableAtHome","description","totalTime","createdAt","creatorId","updatedAt"
1228,,GREEN,ENDURANCE,,false,"38 min AMRAP
25/20 cal Row, Bike or Ski
10 - 15 L + 10 - 15 R KB suitcase DL 32/24 kg (quality)
5 L+ 5 R Skater squats for depth and quality
20s - 60s Handstand hold wallfacing for quality
10 - 45s Supinated pullup hold

Long endurance aerobic session mixed up with gymnastics and suitcase Deadlifts for quality. ",38.0,2022-08-12 08:16:55.203,cl6jsjxy00006uyo8h2v8fr2e,2022-08-12 08:16:55.204
63,,RED,STRENGTH_OR_SKILLS,EMOM,false,"A. 5 - 4 - 3 - 2 - 1 Deadlift
Starting from 75% of 1 RM

B. 5 x E2M
5 - 4 - 3 - 2 - 1 Push press
Starting from 70% of 1RM",12.5,2022-07-18 00:00:00.000,cl6jsjxy00006uyo8h2v8fr2e,2022-08-10 22:02:30.158
1483,,BLACK,UNCLASSIFIED,,false,"Black - Intense skill

A. 4 x E3,5M
3 - 20 m Handstand walk/Progression work
1 - 3 Rope climbs/Floor rope get ups
Scaled variation
10 - 30 Shoulder taps wallfacing/Box shoulder taps
6 - 10 Ring rows with 3s eccentric

B. 12 min AMRAP
5/3 Wall walks
7 Power snatch 60/40 kg or 70% of 1 RM
9 Burpee chest to bar pullups/Burpee pullup
Scaled variation
5 Walk out to pushup
7 Power snatch 40/25 kg
9 Burpee with a jumping pullup

A. On the HS walk make sure to extend the shoulders long before starting to walk. Shoulder taps is a good option to walking to build up strength. On the RC´s don´t stress. It´s more about using the legs by  having a good leg/feet lock.

B. High skill scalable met-con with a lot of upper body work. Scale the movements if necessary but still keep the movements somewhat challenging. ",,2022-06-03 00:00:00.000,cl6jsjxy00006uyo8h2v8fr2e,2022-08-20 15:02:14.584
1489,,BLACK,UNCLASSIFIED,,false,"Black - Intense skill

A. 5 x E3M
2 - 6 Deficit handstand pushups/Mat/Abmat
1 - 4 Clean
Gradually build up the weight

Scaled variation
3 - 6 Pike pushups
5 Cleans (technique)

B. 12 min AMRAP
2 Thrusters 50/30 kg or 60 - 70% of 1 RM
2 Lateral Burpees
2 Chest to bar pullups/Pullups
4 Thrusters 
4 Lateral Burpees
4 Chest to bar/Pullups
6 Thrusters
6 Lateral Burpees
6 Chest to bar/Pullup
and so on...

Scaled variation
12 min AMRAP
2 Thrusters 30/20 kg
2 Lateral burpees
2 Band or Jumping pullups
4 Thrusters
4 Lateral Burpees
4 Band or Jumping pullups
6 Thrusters
and so on...

A. If your doing deficit HSPU start with 10kg plates and build from there. Small steps is essential. On the Cleans work on the technique and only go heavy if your feel confident in allt the positions of the lift. 

B. Very tough met-con with a ascending ladder of three big movements. Probably pace it from the start to because this one will be exponentially harder after a while.  

At Home
A. Core
3 sets of:
20 s Turkish sit up
20 s Hollow hold flutter kicks
20 s Hollow rocks
rest 90 s

B. 3 rounds for time
60 DU/penguin claps/Jumping jacks
50 airsquats
40 walking lunges
30 Lateral burpees
20 Tuck jumps
10 pistols",,2022-07-06 00:00:00.000,cl6jsjxy00006uyo8h2v8fr2e,2022-08-20 15:02:14.585
5,,,TEAMWOD,,false,"30 min AMRAP
40 cal Row
30 Lateral burpees over rower
20 Strict pullups/Partner assisted 
10 Thrusters 60/40 kg

Divide anyhow and pace it from the start.",30.0,2022-05-08 00:00:00.000,cl6jsjxy00006uyo8h2v8fr2e,2022-08-10 22:02:30.156
15,,GREEN,ENDURANCE,,false,"AMRAP alternating rounds one minute each
12 x 30s Row - 30s Boxjumps/Step ups (12 min)
1 min Rest
12 x 30s Kettlebell swings - 30s Burpees over rower/Burpee step over rower (12 min)
1 min Rest
12 x 30s Wall walks/Plank walk outs from standing - 30s Wallballs 9/6 kg 3/2,7 m (12 min)

38 minutes of alternating one minute rounds. The tempo is pretty high from the start because of the interval format. Still make sure to move good technique all the way through. ",38.0,2022-05-20 00:00:00.000,cl6jsjxy00006uyo8h2v8fr2e,2022-08-10 22:02:30.156
76,,,STRENGTH_OR_SKILLS,EMOM,true,"OTMx30
1 10-20 shouldertaps in handstand/pike position/plank position
2 4-6 skater squats / leg
3 10-20 m Bear crawl
4 3-5 HSPU with 4s negative
5 10-30 s L-sit
6 side-to-side squats 30 s",30.0,2022-08-05 00:00:00.000,cl6jsjxy00006uyo8h2v8fr2e,2022-08-14 20:44:24.172
1459,,BLACK,UNCLASSIFIED,,false,"Black - Intense skill

A. 4 x E3,5M
3 - 20 m Handstand walk/10 - 30 Shoulder taps or Progression work
1 - 4 Barbell split snatch 

B. 14 min AMRAP
7 Handstand pushups
14 Frontrack backward lunges 50/30 kg or individual weight
7 Chest to bar pullups/Pullups

Scaled alternative
14 min AMRAP
7 Pike pushups 
14 Frontrack backward lunges 30/20 kg
7 Pullups with band/Ring rows

A. On the HS walk make sure to extend the shoulders long before starting to walk. Shoulder taps is a good option to walking for building up strength. Split snatches is a very complex movement which creates a very good foundation for other movements. Getting strong and efficient in this one tranfers to regular snatches, lunge movements, general core stability etc.

B. Intense met-con leaning a little bit more towards the upperbody. Probably break up the Hspu/Pike and CTB/Pullup variation from the start

INTENSE MOBILITY
3 rounds of
50s Back body line hold
50s Grasshopp stretches with holds
3 rounds of
50s L + 50s R Knee over toe split squats
50s Relaxed Kip swings
3 rounds of
90s Jefferson curls
50s Handstand heel pulls
2 rounds of
50s L + 50s R Diagonal stretch
50s Windshield wipers",,2022-05-11 00:00:00.000,cl6jsjxy00006uyo8h2v8fr2e,2022-08-20 15:02:14.584
1485,,,UNCLASSIFIED,,false,"TEAM 
""Fight Gone Bad""
AMRAP 3 rounds
2 min Wallballs 9/6 kg 3/2,7m
2 min Sumo deadlift high pull 35/25 kg
2 min Boxjumps 60/50 cm
2 min Push press 35/25 kg
2 min Row for cals = reps
1 min Rest

Divide the reps anyhow, communicate and speak out the reps loud. Your goal is to keep the tempo up all the way through. When shifting high-five each other. 		

STRENGTH
A. 4 x E3M
8 Barbell backward lunges
directly into
3 One leg broad jumps on each leg
B. 4 x E3M
8 Russian 2 x KB swings heavy 
directly into
5 High Squat jumps
C. 4 x E3M
4 - 6 Ring pushups with 4s eccentric
3 - 5 Supinated pullups 4s eccentric",,2022-06-12 00:00:00.000,cl6jsjxy00006uyo8h2v8fr2e,2022-08-20 15:02:14.584
1491,,RED,UNCLASSIFIED,,false,"Red - Intense

A. 4 x E3M
5 - 3 - 2 - 1 Back squat
5 Harop or Row hamstring curls 4s eccentric

B. 4 (5) rounds for time
8 Power clean 60/45 kg or 60% of 1 RM
8 Front squats
8 Single arm Devils press 22,5/15 kg
Time cap 12 min

A. Start the BS from 80% of 1 RM and increase the weight with 2,5 - 5 kg every set.  

B. Intense for time met-con where the main thing is to keep the FS unbroken. If your done before 9 minute optional is to do one extra round.",,2022-06-30 00:00:00.000,cl6jsjxy00006uyo8h2v8fr2e,2022-08-20 15:02:14.585
1374,"",RED,INTENSE_MOBILITY,,false,"3 rounds
40s + 40 Dynamic pigeon
40 Wallfacing/Pike shrugs

3 rounds
40 + 40 Side plank rotation
40 Reverse Nordics

3 rounds
40 Front body line hold
40 + 40 Cozzacks

3 rounds
40 + 40 Airplane rotations
90 Bridge wall walk for quality",,2022-08-19 00:00:00.000,cl6jsjxy00006uyo8h2v8fr2e,2022-08-18 13:20:53.317
1492,,BLACK,UNCLASSIFIED,,false,"Black - Intense skill

A. 5 x E2,5M
1 - 6 Bar muscle-ups/Progression work

Scaled variation
2 - 5 Supinated strict pullups/Eccentrics/Band
2 - 5 Bar dips/Eccentrics/Band

B. 12 min AMRAP
9 Pullups
6 Overhead backward lunges 60/40 kg
3 Strict Handstand pushups

Scaled variation
12 min AMRAP
9 Band pullups/Ring row
6 Frontrack backward lunges 40/25 kg
3 Pike pushups

C. 2 x 
3 Spinal roll forward with squat and a bridge reach
5 Pass throughs with a stick

A. Use a jumping variation from a box on the B mups or work from the hang progessively higher and higher. A combination of both of them can also be used or a band variation.

B. Shoulder intense met-con with strict Hspu. This might requiere a lot of pacing from the start.

C. Make sure to roll down every vertabra and when leaning back squeeze the glutes first. On the pass throughs keep the arms straight and don´t push to hard.

INTENSE MOBILITY
3 rounds of
25s L  + 25s R One arm handstand practice/Progressions
50s Straddle ups
3 rounds of
25s L + 25s R One leg Descent pushups
50s L + 50s R Knees over toes split squats
3 rounds of
50s L + 50s R 4-position lifts
20 - 50s Crane/Spider pose
3 rounds of
50s Pass throughs weighted
50s Bridge circles
25s L + 25s R One leg circles

",,2022-06-08 00:00:00.000,cl6jsjxy00006uyo8h2v8fr2e,2022-08-20 15:02:14.584
1375,"",BLACK,OLYMPIC_WEIGHTLIFTING,EMOM,false,"OLYMPIC LIFTING
A. 5xEMOM (empty barbell)
3 Hang clean pull
2 Hang power clean
1 Push jerk

B. 5xE2,5M (70-90%)
1 Hang clean pull
1 Hang power clean
1 Push jerk

C. 6xE2,5M (80%)
2 Front squats

D. 3xE2M (80%)
3 Push press",,2022-08-17 00:00:00.000,cl6jsjxy00006uyo8h2v8fr2e,2022-08-18 07:24:34.553
1494,,GREEN,UNCLASSIFIED,,false,"Green - Endurance

A. 16 x OTM
50s Farmers carry KB or DB
50s Front leaning rest rings/Floor
25s L + 25s R One arm overhead KB or DB carry
50s Walking lunges

B. 16 x OTM
50s 2xKB front rack carry
50s Hang from the bar or rings (different grips)
25s L + 25s R Suitcase carry KB or DB
50s Double unders/Single unders

Eight different basic movements in a endurance setting. If this is your third or fourth session this week take it a bit easy today. ",,2022-06-17 00:00:00.000,cl6jsjxy00006uyo8h2v8fr2e,2022-08-20 15:02:14.585
1495,"",,TEAMWOD,FOR_TIME,false,"6 rounds for time:
15 Burpees divide anyhow
30 Double unders synchronized (only count when in sync)/60 Single unders (sync)
15 Power snatch 50/35 kg divide anyhow Scaled 40/25 kg or individual weight
30 Squats synchronized
15 Pullups divide anyhow

Team met-con with a mix of synchronized and divided movements. Communication is key. If your done with 6 rounds before 29 minute perform 1 extra round.",36.0,2022-08-20 15:08:53.671,cl6jsjxy00006uyo8h2v8fr2e,2022-08-20 15:08:53.672
1383,"",GREEN,ENDURANCE,EMOM,false,"36 x OTM
4 - 6 L + 4 - 6 R One arm DB shoulder to overhead
8 - 12 Pistols for quality
1 - 3 Rope climbs/Floor variation
5 - 8 High boxjumps (individual height)
6 - 12 Pushups to a barbell (attach it so that it does not roll)
20 - 45 Double unders/Single unders 2 for 1 

Gymnastic endurance with a lot of movements. Pace according to how ""fresh"" you feel and according to how many WODs you have done or will do this week. ",36.0,2022-08-17 08:36:58.192,cl6jsjxy00006uyo8h2v8fr2e,2022-08-17 08:36:58.193
1384,Deadlift - one rep max,RED,STRENGTH_OR_SKILLS,EMOM,false,"In 18 min build up to a Heavy single Deadlift or try a 1 RM
1.        ~ 30-50%        8 reps  
2.        ~ 60%        5        at ~ 2 minutes
3.        ~ 70%        3        at ~ 4 minutes
4.        ~ 80%        1        at ~ 7 minutes
5.        ~ 90%        1        at ~ 10 minutes 
6.      ~ 95%          1        at ~ 14 minutes
7. (max out)        101 - 105%        1        at ~ 18 minutes

After the regular warm up follow the suggested build up to a heavy lift. You will not get tired from the number of sets but if you do to many reps it will affect your performance. ",18.0,2022-08-18 13:18:00.285,cl6jsjxy00006uyo8h2v8fr2e,2022-08-18 13:18:00.287
1385,"",RED,WOD,AMRAP,false,"12 min AMRAP
3/2 Wall walks or 3 Walk out to pushup
6 Double KB clean and jerk 2 x 24/16 kg or individual weights
12 Toes to bar/Knee raises

Shoulder and core intense met-con with big movements. Probably break up every movement from the start to have a good pace all the way through. ",12.0,2022-08-18 13:19:32.305,cl6jsjxy00006uyo8h2v8fr2e,2022-08-18 13:19:32.307
