"id","name","difficulty","elementType","isDoableAtHome","description","totalTime","createdAt","updatedAt","creatorId","workoutType"
1793,NULL,RED,UNCLASSIFIED,false,"Red - Intense

A. 5 x E2,5M
5 Back squats starting at 70% of 1RM
directly into 
3 High boxjumps

B. 4 min AMRAP
Clusters 60/40 kg or 70% of 1 RM/ Power clean and jerk
1 min Rest
4 min AMRAP
Burpee CTB/Pullups/Jumping pullups
1 min Rest
4 min AMRAP Lunge Wallballs 9/6kg 3/2,7m 

A. Go heavy today if the technique feels good. Safety first thou. On the Bjs make an effort to jump as high as possible on every rep. 

B. Short but intense amraps with big movements. Find your own pace and finish strong on every movement.",NULL,2022-06-11 00:00:00.000,2022-09-10 16:58:56.120,cl6jsjxy00006uyo8h2v8fr2e,NULL
1801,NULL,NULL,UNCLASSIFIED,false,"TEAM 
""Fight Gone Bad""
AMRAP 3 rounds
2 min Wallballs 9/6 kg 3/2,7m
2 min Sumo deadlift high pull 35/25 kg
2 min Boxjumps 60/50 cm
2 min Push press 35/25 kg
2 min Row for cals = reps
1 min Rest

Divide the reps anyhow, communicate and speak out the reps loud. Your goal is to keep the tempo up all the way through. When shifting high-five each other. 		

STRENGTH
A. 4 x E3M
8 Barbell backward lunges
directly into
3 One leg broad jumps on each leg
B. 4 x E3M
8 Russian 2 x KB swings heavy 
directly into
5 High Squat jumps
C. 4 x E3M
4 - 6 Ring pushups with 4s eccentric
3 - 5 Supinated pullups 4s eccentric",NULL,2022-06-12 00:00:00.000,2022-09-10 16:58:56.120,cl6jsjxy00006uyo8h2v8fr2e,NULL
1805,NULL,YELLOW,UNCLASSIFIED,false,"Yellow - Intermediate

A. 10 min AMRAP
30/25 cal row, bike, ski or Run 400 m
15 Wallball lunges 9/6 kg and 3/2,7 m
10 Toes to bar/Knee raises 2 for 1

At minute 12
B. 10 min AMRAP
30/25 cal Row, Bike, Ski or Run 400 m
15 DB backward lunges carry anyhow 22,5/15 kg
10 Knees to elbows on the bar/20 Situps

At minute 24
C. 10 min AMRAP
30/25 cal Row, Bike, Ski or Run 400m
15 DB step ups 60/50 cm 22,5/15 kg
10 V-ups/Tuck ups

Three ten minute amraps with a lot of cardio work. Pace and recover on the machine and maybe go unbroken on the rest. 

At Home
A. 3 sets;
15 s L-sit
10 V-ups
15 Pike-compression (1 leg raise at a time)
rest min 60 s between sets

B. Outdoor gym session
20 min amrap - Quality first!
5 strict ctb/pull up
5 deficit push ups
10 OH- lunges (single arm) with DB, KB or stone?
20 russian twist or Bicycle crunches",NULL,2022-07-08 00:00:00.000,2022-09-10 16:58:56.121,cl6jsjxy00006uyo8h2v8fr2e,NULL
1811,NULL,NULL,UNCLASSIFIED,false,"TEAM

""Morrison"" + ""Badger""
50 - 40 - 30 - 20 - 10 reps for time;
Wallballs 9/6 kg 3/2,7m
Boxjumps 60/50 cm
Kettlebell swings american 24/16 kg
directly into
3 rounds for time;
30 Squat cleans 42,5/30 kg
30 Pullups
800 m Run or Row
Time cap 45 min

Scaled variation
50 - 40 - 30 - 20 - 10 reps for time;
Air squats
Box step ups 60/50 cm
Kettlebell swings lagom height 16/12 kg
directly into
3 rounds for time
30 Power cleans 42,5/30 kg
30 Ring rows with a 45 degree angle
600 m Run or Row
Time cap 45 min

Divide anyhow. 	

Solid at Home
AMRAP 20-30 min
4 Push ups
6 ""Plank walk""
8 Box jumps
10 Walking lunges
12 Mountain climbers
14 Jumping jacks
E4 min: run 200 m

Plank walk= from a push up plank down to plank on elbows and back up= 1 rep

STRENGTH
A. 4 x E3M
2 x 10 m Sled pull (heavy)
6 - 8 Dumbell bench press (heavy)
B. 4 x E3M
5 Sumo deadlifts (heavy)
6 - 8 Push press (heavy
C. 4 x E3M
10 DB walking lunges (heavy)
6 - 8 Seal rows with KBs (heavy)",NULL,2022-07-16 00:00:00.000,2022-09-10 16:58:56.121,cl6jsjxy00006uyo8h2v8fr2e,NULL
1820,NULL,GREEN,UNCLASSIFIED,false,"Green - Endurance

A. 16 min AMRAP
800 m Row, Ski or Run
40 Kettlebell swings american 16/12 kg
20 KB Goblet backward lunges 16/12 kg
10 Lateral burpees over KB 

Rest for 1 min btw A. and B.

B. 16 min AMRAP
800 m Row, Ski or Run
40 KB sumo deadlift high pull 24/16 kg
20 KB Goblet squats 24/16 kg
10 Burpees

Pace this one from the start hard if you want to stay in the aerobic zone. 	

Solid at Home
A. 3 rounds
10 s hollow hold
5 alligator roll
10 s arch hold
rest 1 min

B. 7-10 rounds, outdoor gym
10 pull ups/ringrodd/kroppsrodd i utegym
10 bear squats
10 stock-press/strict press
every 2,5 min; 20 jumping jacks",NULL,2022-07-26 00:00:00.000,2022-09-10 16:58:56.121,cl6jsjxy00006uyo8h2v8fr2e,NULL
16,NULL,RED,STRENGTH_OR_SKILLS,false,"A. 5 x E2,5M
5 Back squats starting at 70% of 1 RM
3 High boxjumps

A. Brace hard on the BS and make sure to purposely jump high every rep.",12.5,2022-05-23 00:00:00.000,2022-08-10 22:02:30.156,cl6jsjxy00006uyo8h2v8fr2e,NULL
1831,NULL,GREEN,UNCLASSIFIED,false,"Green - Endurance

A. 20 min AMRAP
40 Squats
2L + 2R Turkish get ups 16/12 kg
30 Situps
4 - 2 Wall walks/4 Walk out to pushup
100 Single unders

B. 20 min AMRAP
30 Walking lunges any direction
15 Pushups
30 Kettlebell swings lagom 24/16 kg
15 Toes to bar/20 Knee raises
100 Single unders

Rest for 1 minute btw A. and B.

Aerobic pace means that you will have to break up the movments in small sets. ",NULL,2022-08-08 00:00:00.000,2022-09-10 16:58:56.122,cl6jsjxy00006uyo8h2v8fr2e,NULL
1842,NULL,GREEN,UNCLASSIFIED,false,"Green - Endurance

A. 20 min AMRAP
20 KB swings lagom 16/12 kg
10 KB backward lunges 
20 Situp optional with Abmat
5 + 5 Russian step ups 60/50 cm
50 Singel unders

B. 20 min AMRAP
10 Box step over with KB 16/12 kg Carry anyhow
20 KB sumo DL high pull 
5 + 5 KB push press
20 Bicycle crunches
50 Singel unders

Two long amraps with many different movements. If your sore from yesterday pace a lot from the start to stay in the aerobic zone. Rest for 1 minute btw A and B.		

STRENGTH
A. 4 x E3M
6 - 8 Romanian deadlifts
6 - 8 Lying DB bench press

B. 4 x E3M
5 Thrusters from the neck aka Back thrusters
16 - 20 KB Gorilla rows

C. 4 x E3M
30 + 30s Cross body KB carry
30s Frontrack KB carry
15 + 15 Starplank/Sideplank hold",NULL,2022-08-23 00:00:00.000,2022-09-10 16:58:56.122,cl6jsjxy00006uyo8h2v8fr2e,NULL
1786,NULL,GREEN,UNCLASSIFIED,false,"Green - Endurance

35 min (5 rounds)
20 - 30 cal Row, Ski or Bike (2 min)
10 - 20 Step ups 60/50 cm (1 min) Optional with DB
15 - 30 Sit-ups (1 min) Optional with Abmat
75 - 200 Singel unders (2 min)
15 - 45 s Supinated pullup hold/Band/Ring row hold (1 min)

Go easy today if you did yesterdays and/or mondays workout and if you want to keep this session in the aerobic zone. Transition when there is 10s left of the window. 

INTENSE MOBILITY
3 rounds of
50s Back body line pulses
25s L + 25s R Side plank rotations
3 rounds of
50s Teardrop squats
50s Pass through weighted
3 rounds of
25s Hamstring walk outs + 25s Hip thrust hold on toes
50s Handstand arch hold
3 rounds of
15s L + 15s R Dragon squat hold
10 - 20s L + 10 - 20s R One arm scap pulls/Hang/Two hands
3 rounds of
50s Bridge wall walks
50s Russian baby makers",NULL,2022-05-25 00:00:00.000,2022-09-10 16:58:56.119,cl6jsjxy00006uyo8h2v8fr2e,NULL
1794,NULL,GREEN,UNCLASSIFIED,false,"Green - Endurance

35 x OTM
8 - 14 Boxjump over 60/50 cm
40 - 50s Farmers carry KB or DB
10 - 20 m Walking lunges
10 - 20 m Bear crawl
10 - 15 Barbell rows 25 - 60 kg

Seven rounds of five different movements. Can you keep it in the green zone and somewhat more aerobic than anaerobic?",NULL,2022-06-04 00:00:00.000,2022-09-10 16:58:56.120,cl6jsjxy00006uyo8h2v8fr2e,NULL
1797,NULL,RED,UNCLASSIFIED,false,"Red - Intense

A. 5 x E2M
3 Deadlifts + 2 Hang power clean + 1 Jerk
Build up weight from 60% of 1 RM

B. ""Grettel""
10 rounds for time of:
3 Power clean and jerks 60/42,5 kg or 60% of 1 RM
3 Barfacing/Lateral burpees over bar
Time cap 12 min

A. Touch and go deadlifts and an unbroken flow on the whole complex. 

B. Very intense benchmark with a spicy combination. Only resort to singles on the PC and Jerk if you need to.",NULL,2022-06-15 00:00:00.000,2022-09-10 16:58:56.120,cl6jsjxy00006uyo8h2v8fr2e,NULL
1806,NULL,GREEN,UNCLASSIFIED,false,"Green - Endurance

35 x OTM (7 rounds)
1 - 3 Rope climbs
10 - 24 Split jumps/Backward lunges
15 - 30s Ring support or 25 - 50s Front leaning rest (rings)
8 - 12 L + 8 - 12 R One arm russian KB swings
5 - 7 L + 5 - 7 R KB bottom up press/Regular KB press

Endurance gymnastics with a lot of upper body. Pace according to how ""fresh"" you feel and according to how many WODs you have done or will do this week. 

INTENSE MOBILITY
3 rounds of
50s Back body line hold
50s L + 50s R Dynamic pigeon
3 rounds of
25s L + 25s R One leg circles standing
50s Wall heel pulls
3 rounds of
15s L + 15s R Dragon pistol holds
50s Side to side hold on the bar
2 rounds of
50s Sissy squats
50s Elephant walk
2 rounds of
25s L + 25s R Single leg table top lifts
50s Weighted shoulder complex
25s L + 25s R Cozzack squats",NULL,2022-06-22 00:00:00.000,2022-09-10 16:58:56.120,cl6jsjxy00006uyo8h2v8fr2e,NULL
1816,NULL,BLACK,UNCLASSIFIED,false,"Black - Intense skill

A. 5 x E3M
3 - 20 m Handstand walk/Progression work
1 - 3 Rope climbs/Floor rope get ups

Scaled variation
10 - 30 Shoulder taps wallfacing/Box shoulder taps
6 - 10 Ring rows with 3s eccentric

B. 21 - 15 - 9 reps for time;
Handstand pushups
Power snatch 45/30 kg kg or 50 - 60% of 1 RM
Time cap 12 min
 
Scaled variation
21 - 15 - 9 reps for time;
Pike pushups (should be heavy and far from unbroken)
Power snatch 30/20 kg
Time cap 12 min

A. On the HS walk make sure to extend the shoulders long before starting to walk. Shoulder taps is a good option to walking for building up strength. On the RC´s don´t stress. It´s more about using the legs by having a good leg/feet lock.

B. Technique and shoulder intense met-con. Probably break up the Hspu or Pike pushups more than you think from the start.

Solid at Home
A.
Squat routine complex
https://www.youtube.com/watch?v=lbozu0DPcYI&t=30s

B.
21­-15-­9 reps of:
Pullups
Pushups
Squat jumps to target

*Segmented Fran (sort of).
Find a pull option if you don't have a pull up bar.",NULL,2022-07-14 00:00:00.000,2022-09-10 16:58:56.121,cl6jsjxy00006uyo8h2v8fr2e,NULL
1822,NULL,NULL,UNCLASSIFIED,false,"TEAM	

A. 7 rounds for time;
21 cal Row, Bike or Ski
15 Barfacing burpees
9 Deadlifts 140/100 kg or 70 - 75 % of 1 RM
Time cap 16 min

At minute 17

B. 7 rounds for time;
21 cal Row, Bike or Ski
15 Deadlifts 100/70 kg or 50 - 60% of 1 RM
9 Barfacing burpees
""Cash out""
50 Wallballs 9/6 kg 3/2,7 m
Time cap 35 min	

One person working and share the work anyhow. 	

Solid at Home
A. Emom 12:
1. 5+5 SL DL
2. 10 prone hip extension
3. 5+5 (Front foot elevated) Split squat 2 s down

B. E2min: 200 m run x 10

STRENGTH
A. 5 x E3M
5 - 4 - 3 - 2 - 1 Overhead squat or Back squat
Increase the weight each set with 2,5 - 5 kg 
directly into
3 Broad jumps
B. 5 x E3M
3 - 5 Strict ring pullups from pronation to supination or 3 - 5 Supinated eccentric pullups 4s
4 - 6 Dumbell Z press with 4s eccentric
C. 5 x E3M
6 - 10 Heavy walking DB lunges
directly into 
10 Heavy sled push",NULL,2022-07-30 00:00:00.000,2022-09-10 16:58:56.121,cl6jsjxy00006uyo8h2v8fr2e,NULL
1836,NULL,RED,UNCLASSIFIED,false,"Red - Intense

A. 4 x E3,5M
5 L + 5 R Bulgarian split squats tempo 4020
6 L + 6 R One leg KB deadlifts

B. Tabata intervals 8 x 20s work - 10s rest
American Kettlebell swings 24/16 kg or individual weight
1 min rest
Burpee reach
1 min rest
Split jumps/KB backward lunges
1 min rest
Row for cal
(19 min)

A. Measure up 3,5 foot from the bench on the BSS for a perfect distance. On the OL KB dls make sure to keep the hips/pelvic parallell to the floor and also make sure that the back is stacked and stable. 

B. On the Tabata interval find a high but also maintainable tempo. The lowest number of reps on each movement is your score. 

INTENSE MOBILITY
3 rounds 
40s FHL calf raises
40 Hollow to Arch on the bar
40 + 40 KOT split squats
3 rounds
40 Back body line hold
40 + 40 Berber squats
3 rounds
40 Front pass through
40 Horse squats
3 rounds
90 Heel pulls or Free handstand
90 Jefferson curls

OLYMPIC LIFTING
A. 5xEMOM (empty barbell)
3 Hang snatch pull
2 Hang power snatch
1 OHS

B. 5xE2,5M (70-85%)
1 Hang snatch pull
2 Hang power snatch

C. 6xE2,5M (80%)
2 Back squats

D. 3xE2M (80%)
3 Strict press",NULL,2022-08-15 00:00:00.000,2022-09-10 16:58:56.122,cl6jsjxy00006uyo8h2v8fr2e,NULL
1845,NULL,NULL,UNCLASSIFIED,false,"TEAM	

A. 14 min AMRAP
21 Synchronized boxjumps 60/50 cm
14 Synchronized DB Snatches 22,5/15 kg or individual weights
7 Synchronized Pullups/Barbell rows 40/25 kg or individual weights

B. 14 min AMRAP
7 Synchronized Barfacing burpees
14 Synchronized DB squats 2 x 22,5/15 kg
21 Synchronized Power clean 40/25 kg or individual weights

Rest for 3 min between the amraps. The weights are just suggested weights and if one is stronger adjust so that both have the same difficulty level. ",NULL,2022-08-27 00:00:00.000,2022-09-10 16:58:56.122,cl6jsjxy00006uyo8h2v8fr2e,NULL
71,NULL,YELLOW,WOD,false,"20 min AMRAP
20 Squats
15 Situps optional with Abmat
5 + 5 One arm DB push press 2x22,5/15 kg or individual weights
5 Devils DB power clean 2x22,5/15 kg or individual

Clean technique all the way through and find your own tempo staying just below the lactic thresh hold.",20.0,2022-08-01 00:00:00.000,2022-08-10 22:02:30.158,cl6jsjxy00006uyo8h2v8fr2e,AMRAP
65,NULL,NULL,STRENGTH_OR_SKILLS,true,"Activation/strength and mobility posterior chain/hamstrings
A. 20 frog pumps
20-30 s hamstring walk in/out
5 hip rolls/leg
x3",NULL,2022-07-18 00:00:00.000,2022-08-10 22:02:30.158,cl6jsjxy00006uyo8h2v8fr2e,NULL
1789,NULL,YELLOW,UNCLASSIFIED,false,"Yellow - Intermediate

A. 4 x E3M
4 - 6 Ring pushups with 4s eccentric
6 - 8 L + 6 - 8 R One arm Dumbell rows with 2s eccentric

B. TEAM
22 min AMRAP
24 One arm DB snatch 22,5/15 kg
18 Boxjump over 60/50 cm
12 Toes to Bar/Knee raises 2 for 1
6/3 Wall walk/Walk out to superplank

A. Best possible technique on every rep. 

B. Divide this one anyhow. Your goal is to keep moving all the way through with good technique. 

GYMNASTICS
A. 3-4  rounds
5x Hollow to support
3x Kick to Handstand - Tuck down 
5x kipped dips
8x Narrow grip PVC Overhead squats

B. E3M x 6 Alternate between B.1 and B.2 
B.1: 20x HSPU + 50x Double Unders 
(Scaled- 10-15 HSPU + 75 Single Under) 
B.2: 20M Handstand Walk + 15 Burpees 
(Scaled 6-15m HSW or 10-30 shoulder taps + 5-13 Burpees) 

OLY
A. 5xE2M
1 high hang snatch
1 hang snatch
1 snatch balance
B. 5xE2M
1 squat snatch
3 OHS
C. 5xE2M
5 Snatch pull
5xEMOM
8-10 Barbell row",NULL,2022-05-26 00:00:00.000,2022-09-10 16:58:56.119,cl6jsjxy00006uyo8h2v8fr2e,NULL
1798,NULL,BLACK,UNCLASSIFIED,false,"Black - Intense skill

A. 12 min 4 - 5 x 
1 - 5 Strict Ring muscle-ups/Progression work
or 
Scaled variation
2 - 5 Supinated strict pullups/Eccentrics/Band
2 - 5 Bar dips/Eccentrics/Band

B. AMRAP 3 rounds of
1 minute Chest to bar Pullups/Pullups
1 minute Power snatch 45/30 kg or 60% of 1 RM
1 minute Burpee boxjumps 60/50 cm
1 minute DB power clean 2 x 22,5/15 kg
2 minute rest 

Scaled variation
AMRAP 3 rounds of
1 minute Band pullups/Ring rows
1 minute Power snatch 30/20 kg
1 minute Burpee box step ups 
1 minute DB power clean 2 x 15/10 kg
2 minute rest

A. If you still haven´t got the strict muscle-up practice the strength and technique on that. A good alternative is also to work on the strict strength requirements for the movement. 

B. Long and intense met-con with big movements. Probably pace a bit from the start to stay somewhat even when it comes to the amount of reps your doing. ""	

GYMNASTICS
A. 8 min HS walk practice/Progression work

B. E 90 sec x 12
5+5 KB Windmills 
1-3 Skin the Cat
Max Handstand Tuck hold - WF
10-20 Single Leg Toes To Bar

C. Tabata Barbell rolls
Forward
Backwards 

OLY
A. 5 x EMOM
3 Power Snatch
3 OHS
B. 5xE2M
1 High hang power snatch
1 Hang power snatch
1 Squat snatch
C. 5xE2M
1-3 Hang snatch
D. 5xE2M
5 Snatch Deadlift

",NULL,2022-06-16 00:00:00.000,2022-09-10 16:58:56.120,cl6jsjxy00006uyo8h2v8fr2e,NULL
1808,NULL,NULL,UNCLASSIFIED,false,"TEAM 	

AMRAP 15 min
15 Synchronized Pullups/Band/Ring row
30 Pushups divide anyhow
60 Squat jumps divide anyhow
At minute 18
AMRAP 15 min
15 Synchronized Deadlifts 100/70 kg or 60% of 1RM
20 Handrelease pushups divide anyhow
25 Wallball lunges divide anyhow 9/6 kg 3/2,7 m/Backward lunges with WB overhead

Two tough amraps with synchronized reps and shared reps. Start with a game plan but also be prepared to change it ...		

STRENGTH
A. 4 x E3M
10 m Frontrack barbell walking lunges
4 - 6 Strict pronated pullups with 3s eccentric
B. 4 x E3M
5 Deficit deadlifts from 5 - 10 cm
6 - 8 Lying DB bench press with 3 s eccentric
C. 4 x E3M
10 m Heavy sled rope pulls
4 - 6 Bar dips with 3s eccentric",NULL,2022-06-19 00:00:00.000,2022-09-10 16:58:56.120,cl6jsjxy00006uyo8h2v8fr2e,NULL
1814,NULL,RED,UNCLASSIFIED,false,"Red - Intense

A. In 12 min 4 - 5 sets x 5 reps
5 Back squats 
Start from 70% of 1RM and increase the weight btw 2,5 - 5 kg each set
Rest minimum 90s btw each set

B. 12 min AMRAP ascending ladder
2 Wallballs 9/6 kg 3/2,7 m
2 x 5 m Shuttle run
4 Wallballs
4 x 5 m Shuttle run 
6 Wallballs
6 x 5 m Shuttle run
8 Wall balls
8 x 5 m and so on...

A. Tight set up on each rep and brace harder as the weight increases. 

B. Draw a line right behind 1,5 m from the wall and the next line another 5 m back. Touch the hand on the floor on each shuttle run. 	

At HOME
A. 2-3 rounds
30 alternating cossack squats -
30s kneeling thoracic twist on each side -
30s shoulder flexion pulses -
30 s crab extension
Do this before the workout

B. 5 Rounds For Time:
100m Odd-Object Carry
30 Odd-Object Swings
30 Odd-object ground to overhead",NULL,2022-07-22 00:00:00.000,2022-09-10 16:58:56.121,cl6jsjxy00006uyo8h2v8fr2e,NULL
1821,NULL,BLACK,UNCLASSIFIED,false,"Black - Intense skill

A. 5 x E2M
1 - 6 Bar muscle-ups/Progression work

Scaled variation
2 - 5 Supinated strict pullups/Eccentrics/Band
2 - 5 Bar dips/Eccentrics/Band

B. 5 rounds for time:
10 Chest to bar Pullups
10 Ring dips/Bar dips
10 DB thrusters 2 x 22,5/15 kg
1 min Rest
Time cap 17 min 

Scaled variation
5 rounds for time;
10 Pullups/Band pullups/Ring rows
10 Handrelease pushups/Knee pushups
10 DB thrusters 2 x 15/10 kg or individual weights
1 min Rest
Time cap 17 min

A. Use a jumping variation from a box on the B mups or work from the hang progressively higher and higher. A combination of both of them can also be used or a band variation.

B. Maybe go unbroken from the start but it depends a lot on your capacity. The rest between each round makes it possible to push from the start thou. 

Solid at Home
A. Squat routine complex (befor or after)
https://www.youtube.com/watch?v=lbozu0DPcYI&t=30s

B. Outdoor gym: 5 rounds
40 s on 20 off
Pull option
Push option
Hip hinge (DL if possible)
Squat option
Jump option

rest 1 min in between rounds",NULL,2022-07-29 00:00:00.000,2022-09-10 16:58:56.121,cl6jsjxy00006uyo8h2v8fr2e,NULL
1834,NULL,YELLOW,UNCLASSIFIED,false,"Yellow - Intermediate

A. 3 x E2M
8 - 6 - 4 Push press start with a Power clean
Build from 70% of 1 RM

B. 3 x E2M
5 - 3 - 1 Push jerk build from 75% of 1 RM

C. 14 min AMRAP
4 Devils press 2 x 22,5/15 kg
6 DB Box step over 2 x 22,5 kg 60/50 cm
8 One arm alternating DB hang clean and jerk 22,5/15 kg
10 DB shoulder rack backward lunges 2 x 22,5/15 kg
12 Box step ups carry one DB anyhow 60/50 cm 22,5/15 kg

A. Use the legs on the push press.

B. Push jerks in all about being fast.

C. Pace this one a lot from the start. Otherwise it turns into red...",NULL,2022-08-09 00:00:00.000,2022-09-10 16:58:56.122,cl6jsjxy00006uyo8h2v8fr2e,NULL
1652,"",NULL,OLYMPIC_WEIGHTLIFTING,false,"A. 6xE2M (70-90%)
1 Power Clean 
1 Split jerk
1 Power Clean
1 Split jerk

B. 6xE2,5M (80%)
3 front squats

C. 5xE2M (70%)
5 Push press
",40.0,2022-08-31 00:00:00.000,2022-08-30 19:54:45.470,cl6jsjxy00006uyo8h2v8fr2e,EMOM
1795,NULL,RED,UNCLASSIFIED,false,"Red - Intense

A. 4 x E3,5M
5 L + 5 R Knees over toes split squats with 3s eccentric 1s hold
5 L + 5 R single leg KB deadlifts alternated with one arm row

B. 7 min AMRAP
9 Toes to bar/Knee raises 2 for 1
11 Dumbell power clean 2 x 22,5/15 kg
13 Push jerk 45/30 kg
3 min Rest
5 min AMRAP
7 Toes to bar
9 Dumbell power clean 2 x 22,5/15kg
11 Push jerk 40/25 kg

A. Make sure to move forward and down on the Kot SS. Upper body stays vertical and the glute of the back leg is slightly contracted. Full R.O.M is key. On the SL KB DL keep both the core and the shoulders stable and don´t rush this movement. 

B. Two short and intense amraps. The reps and the weight on the PJ is lighter on the second one. 

GYMNASTICS
A. 3-4  rounds
5x Hollow to support
3x Kick to Handstand - Tuck down 
5x kipped dips
8x Narrow grip PVC Overhead squats

B. E3M x 6 Alternate between B.1 and B.2 
B.1: 20x HSPU + 50x Double Unders 
(Scaled- 10-15 HSPU + 75 Single Under) 
B.2: 20x Toes to Bar + 15 Burpees 

OLY
A. 5xE2M
1 power clean
3 front squat - 3 s ecc
1 split jerk
B. 5xE2M
1 Hang power clean
1 squat clean
1 jerk
C. 5xE2M
5 push press
5xEMOM
8-10 strict press
",NULL,2022-06-02 00:00:00.000,2022-09-10 16:58:56.120,cl6jsjxy00006uyo8h2v8fr2e,NULL
1809,NULL,NULL,UNCLASSIFIED,false,"TEAM

A. 2 rounds for time:
40 DB box step overs 2 x 22,5 kg divide anyhow
30 Strict pullups partner assisted is ok and divide anyhow
20 Ground to overhead 2 x 22,5 kg (snatch or cl. and jerk) divide anyhow
10 Wall walks/Walk out to pushup divide anyhow
Time cap 18 min

At minute 20
B. 2 rounds for time:
40 Boxjumps alternating
30 Ring rows divide anyhow Scaled leaning 45 degrees
20 Shoulder to overhead 2 x 22,5 kg (jerk or push press) divide anyhow
10 Devils press divide anyhow

C. 1 rounds of (5 min)
45s Couch stretch L/R
45s Pigeon stretch L/R
45 Scorpion stretch L/R

At Home
A. Mobility
2 - 3 rounds of
8 Straddle goodmornings with 5s hold on the last rep
https://www.youtube.com/watch?v=ynyI-fBDdsI
5 Shoulder Nixon complex
https://www.youtube.com/watch?v=d9_1Eic9rEI&t=

B. Strength
5 rounds of
1 - 3 reps Wallclimb (controlled tempo)
10s Pistol hold with 5s eccentric L
10s Pistol hold with 5s eccentric R
10 - 30s Supinated pullup hold/10 Rubber band pull
Rest for 30s btw movements

STRENGTH
""CrossFit Total""
A. In 20 min build up to a heavy 1RM or 1HS (heavy singel) Back squat        
B. In 10 min build up to a heavy 1RM or 1HS Press        
C. In 15 min build up to a heavy 1RM or 1HS Deadlift
Score combined weight of the three best lifts

D. 1 rounds of (5 min)
45s Couch stretch L/R
45s Pigeon stretch L/R
45 Scorpion stretch L/R",NULL,2022-07-09 00:00:00.000,2022-09-10 16:58:56.121,cl6jsjxy00006uyo8h2v8fr2e,NULL
1815,NULL,GREEN,UNCLASSIFIED,false,"At HOME
A. 3 rounds:
16 handstand shoulder taps/shouldershrugs/pike shrugs
30 s plank
30s/side sideplank+ rotation
30 s accumulated L-sid
rest 60 s

B. Amrap 10
2-4-6-8-10 osv
Squat jumps
Mountain Climbers
V-ups",NULL,2022-07-20 00:00:00.000,2022-09-10 16:58:56.121,cl6jsjxy00006uyo8h2v8fr2e,NULL
1826,NULL,GREEN,UNCLASSIFIED,false,"Green - Endurance

42 min x OTM (7 rounds)
5 + 5 Skater squats for quality
10 Ring row with pause on the top for quality
8 - 16 m Bear crawl with high hips and straight legs
14 - 20 Russian KB swings with straight arms at individual weight
10 - 20s Star plank/Side plank hold
25 - 90 Singel unders

On the Skater squats keep the chest up on every rep and don´t rush the reps. 
When holding the pause on the Ring rows touch the hand on the side of the chest. 
Bear crawl for quality with high hips and as straight legs as possible. 
Tight core and shoulders on the Russian swings. Also use the breathing to create a snappy strong hip extension. 
The Star plank/Side plank can be scaled to the knee if neccessary. 
Singel unders as relaxed as possible and with different kind of jumps ie slow, fast, running, one foot etc. 

Solid at Home
5 rounds, for quality
4 V-ups
6 alternating V-ups
8 straddle V-ups
10 situps
rest as needed in between sets

5 sets of
5 – Burpees
20 – mountain climbers
20 – Jumping lunges/Backward lunges
10 – Ground to overhead/5 Burpees
rest 30s in between sets. ",NULL,2022-08-04 00:00:00.000,2022-09-10 16:58:56.121,cl6jsjxy00006uyo8h2v8fr2e,NULL
1835,NULL,BLACK,UNCLASSIFIED,false,"Black - Intense skill

A. 4 x E3M
3 - 20 m Handstand walk slalom or regular/Progression work
1 - 3 Rope climbs/Floor rope get ups
Scaled variation
10 - 30 Shoulder taps wallfacing/Box shoulder taps
6 - 10 Ring rows with 3s eccentric""	""B. 21 - 15 - 9 reps for time:
Deadlift 125/80 kg or 60 - 70 % of 1 RM
Burpee boxjump 75/60 cm
After each round perform 50 Double unders
Time cap 12 min

Scaled
Deadlift 90/50 kg or individual weight
Burpee boxjump 60/50 cm
25 Double unders + 50 Singel or 100 Singel unders

A. On the HS walk make sure to extend the shoulders long before starting to walk. Set cones with two meters distance and one meter wide to practice slalom turns. Shoulder taps is a good option to walking to build up strength. On the RC´s don´t stress. It´s more about using the legs by  having a good leg/feet lock.

B. Heavy deadlifts and high burpee boxjumps combined with double unders will be tough. Probabaly divide the DLs a lot and pace the B Bjs fromt the start. Finish strong.",NULL,2022-08-11 00:00:00.000,2022-09-10 16:58:56.122,cl6jsjxy00006uyo8h2v8fr2e,NULL
1850,NULL,RED,UNCLASSIFIED,false,"Red - Intense

A. 4 x E3M
10 - 14 Barbell lunges forward and back alternating legs
6 - 8 + 6 - 8 One arm DB row 2 - 3s eccentric

B. 6 min AMRAP
12 Wallball lunges 9/6 kg 3/2,7 m
6 Burpees
12 DB power clean 2 x 22,5/15 kg
Rest 3 min 
5 min AMRAP
10 Wallball lunges
5 Burpees
10 DB Power clean

A. From a squat rack with the barbell resting on the shoulders make a distinct step forward and back alternating legs. On the OA DB rows use a bench or a box as support to enable full range of motion of the scapula and lat musculature. 

B. Very intense amraps and probably break up the L WBs and DB PC from the start. Even thou the intensity will be high make sure to keep the standard and technique all the way through. ",NULL,2022-08-25 00:00:00.000,2022-09-10 16:58:56.122,cl6jsjxy00006uyo8h2v8fr2e,NULL
